constituency,Aam Janata Unnayan party_candidate,Aam Janata Unnayan party_total_votes,Aam Janata Unnayan party_vote_share,Akhil Bharatiya Gorkha League_candidate,Akhil Bharatiya Gorkha League_total_votes,Akhil Bharatiya Gorkha League_vote_share,All India Forward Bloc_candidate,All India Forward Bloc_total_votes,All India Forward Bloc_vote_share,All India Majlis-E-Inquilab-E-Millat_candidate,All India Majlis-E-Inquilab-E-Millat_total_votes,All India Majlis-E-Inquilab-E-Millat_vote_share,All India Majlis-E-Ittehadul Muslimeen_candidate,All India Majlis-E-Ittehadul Muslimeen_total_votes,All India Majlis-E-Ittehadul Muslimeen_vote_share,All India Secular Front_candidate,All India Secular Front_total_votes,All India Secular Front_vote_share,All India Trinamool Congress_candidate,All India Trinamool Congress_total_votes,All India Trinamool Congress_vote_share,Ambedkarite Party of India_candidate,Ambedkarite Party of India_total_votes,Ambedkarite Party of India_vote_share,Amra Bangalee_candidate,Amra Bangalee_total_votes,Amra Bangalee_vote_share,Bahujan Mukti Party_candidate,Bahujan Mukti Party_total_votes,Bahujan Mukti Party_vote_share,Bahujan Samaj Party_candidate,Bahujan Samaj Party_total_votes,Bahujan Samaj Party_vote_share,Bharateeya Manavadhikar party_candidate,Bharateeya Manavadhikar party_total_votes,Bharateeya Manavadhikar party_vote_share,Bharatiya Gorkha Prajatantrik Morcha_candidate,Bharatiya Gorkha Prajatantrik Morcha_total_votes,Bharatiya Gorkha Prajatantrik Morcha_vote_share,Bharatiya Janata Party_candidate,Bharatiya Janata Party_total_votes,Bharatiya Janata Party_vote_share,Bharatiya National Janata Dal_candidate,Bharatiya National Janata Dal_total_votes,Bharatiya National Janata Dal_vote_share,Bharatiya Nyay-Adhikar Raksha Party_candidate,Bharatiya Nyay-Adhikar Raksha Party_total_votes,Bharatiya Nyay-Adhikar Raksha Party_vote_share,Bharatiya Rashtriya Forward Bloc_candidate,Bharatiya Rashtriya Forward Bloc_total_votes,Bharatiya Rashtriya Forward Bloc_vote_share,Bhartiya Lokmat Rashtrawadi Party_candidate,Bhartiya Lokmat Rashtrawadi Party_total_votes,Bhartiya Lokmat Rashtrawadi Party_vote_share,Bhartiya Rashtriya Dal_candidate,Bhartiya Rashtriya Dal_total_votes,Bhartiya Rashtriya Dal_vote_share,Bhumiputra United Party_candidate,Bhumiputra United Party_total_votes,Bhumiputra United Party_vote_share,Communist Party of India_candidate,Communist Party of India_total_votes,Communist Party of India_vote_share,Communist Party of India (Marxist)_candidate,Communist Party of India (Marxist)_total_votes,Communist Party of India (Marxist)_vote_share,Communist Party of India (Marxist-Leninist) (Liberation)_candidate,Communist Party of India (Marxist-Leninist) (Liberation)_total_votes,Communist Party of India (Marxist-Leninist) (Liberation)_vote_share,Gana Suraksha Party_candidate,Gana Suraksha Party_total_votes,Gana Suraksha Party_vote_share,Gondvana Gantantra Party_candidate,Gondvana Gantantra Party_total_votes,Gondvana Gantantra Party_vote_share,Guruchand Sena Dal_candidate,Guruchand Sena Dal_total_votes,Guruchand Sena Dal_vote_share,Hindu Samaj Party_candidate,Hindu Samaj Party_total_votes,Hindu Samaj Party_vote_share,Independent_candidate,Independent_total_votes,Independent_vote_share,Independent Nationalist Front_candidate,Independent Nationalist Front_total_votes,Independent Nationalist Front_vote_share,Indian National Congress_candidate,Indian National Congress_total_votes,Indian National Congress_vote_share,Indian National League_candidate,Indian National League_total_votes,Indian National League_vote_share,Indian National Socialistic Action Forces_candidate,Indian National Socialistic Action Forces_total_votes,Indian National Socialistic Action Forces_vote_share,Indian Union Muslim League_candidate,Indian Union Muslim League_total_votes,Indian Union Muslim League_vote_share,Indian Unity Centre_candidate,Indian Unity Centre_total_votes,Indian Unity Centre_vote_share,Jamat-E-Seratul Mustakim_candidate,Jamat-E-Seratul Mustakim_total_votes,Jamat-E-Seratul Mustakim_vote_share,Jan Sangh Party_candidate,Jan Sangh Party_total_votes,Jan Sangh Party_vote_share,Jatiya Unnayan Party_candidate,Jatiya Unnayan Party_total_votes,Jatiya Unnayan Party_vote_share,Jharkhand Loktantrik Krantikari Morcha_candidate,Jharkhand Loktantrik Krantikari Morcha_total_votes,Jharkhand Loktantrik Krantikari Morcha_vote_share,Justice and Development Party_candidate,Justice and Development Party_total_votes,Justice and Development Party_vote_share,Kamatapur People's Party (United)_candidate,Kamatapur People's Party (United)_total_votes,Kamatapur People's Party (United)_vote_share,Magadh Congress of India_candidate,Magadh Congress of India_total_votes,Magadh Congress of India_vote_share,Mera Bharat Mahan Party_candidate,Mera Bharat Mahan Party_total_votes,Mera Bharat Mahan Party_vote_share,Mulnibasi Party of India_candidate,Mulnibasi Party of India_total_votes,Mulnibasi Party of India_vote_share,National Republic Party Of India_candidate,National Republic Party Of India_total_votes,National Republic Party Of India_vote_share,Nationalist Conservative Party_candidate,Nationalist Conservative Party_total_votes,Nationalist Conservative Party_vote_share,None of the Above_candidate,None of the Above_total_votes,None of the Above_vote_share,North Bengal People's Party_candidate,North Bengal People's Party_total_votes,North Bengal People's Party_vote_share,Party for Democratic Socialism_candidate,Party for Democratic Socialism_total_votes,Party for Democratic Socialism_vote_share,Peoples Party of India (Democratic)_candidate,Peoples Party of India (Democratic)_total_votes,Peoples Party of India (Democratic)_vote_share,Prajashakti Party Samdarshi_candidate,Prajashakti Party Samdarshi_total_votes,Prajashakti Party Samdarshi_vote_share,Rashtriya Lok Janshakti Party_candidate,Rashtriya Lok Janshakti Party_total_votes,Rashtriya Lok Janshakti Party_vote_share,Rashtriya Secular Majlis Party_candidate,Rashtriya Secular Majlis Party_total_votes,Rashtriya Secular Majlis Party_vote_share,Rastriya Aam Jan Seva Party_candidate,Rastriya Aam Jan Seva Party_total_votes,Rastriya Aam Jan Seva Party_vote_share,Revolutionary Socialist Party_candidate,Revolutionary Socialist Party_total_votes,Revolutionary Socialist Party_vote_share,Right to Recall Party_candidate,Right to Recall Party_total_votes,Right to Recall Party_vote_share,Samata Party_candidate,Samata Party_total_votes,Samata Party_vote_share,Social Democratic Party Of India_candidate,Social Democratic Party Of India_total_votes,Social Democratic Party Of India_vote_share,Socialist Party (India)_candidate,Socialist Party (India)_total_votes,Socialist Party (India)_vote_share,Socialist Unity Centre Of India (COMMUNIST)_candidate,Socialist Unity Centre Of India (COMMUNIST)_total_votes,Socialist Unity Centre Of India (COMMUNIST)_vote_share,Swaraj India_candidate,Swaraj India_total_votes,Swaraj India_vote_share,Vikas India Party_candidate,Vikas India Party_total_votes,Vikas India Party_vote_share,Welfare Party Of India_candidate,Welfare Party Of India_total_votes,Welfare Party Of India_vote_share,West Bengal Socialist Party_candidate,West Bengal Socialist Party_total_votes,West Bengal Socialist Party_vote_share
BUDGE BUDGE - 156,,,,,,,,,,,,,,,,,,,ASHOK KUMAR DEB,127091,58.27,,,,,,,,,,,,,,,,,,,DR TARUN KUMAR ADAK,80241,36.79,,,,,,,,,,,,,,,,,,,,,,,,,KAJAL DUTTA,2037,0.93,,,,,,,,,,,,,MAINUR KHAN,648,0.3,,,,MUJIBAR RAHMAN KAYAL,5323,2.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOTA,1993,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BASUDEB KABRI,452,0.21,,,,,,,,,,,,
BURWAN - 67,SHASTHI CHARAN MAL,731,0.39,,,,,,,,,,,,,,,,PROTIMA RAJAK,69361,36.72,,,,,,,,,,PROSENJIT HAZRA,773,0.41,,,,,,,SUKHEN KUMAR BAGDI,91661,48.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RAKESH BAGDI,1275,0.67,,,,SANJIT DAS,18440,9.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOTA,2500,1.32,,,,,,,,,,,,,,,,,,,,,,ANANDA DAS BAGDI,2647,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
CANNING PASCHIM - 138,,,,,,,,,,,,,,,,PRABIR MONDAL,23908,10.36,PARESH RAM DAS,120548,52.26,,,,,,,,,,,,,,,,,,,Prasanta Bayen,79883,34.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MILAN DAS,1161,0.5,,,,HARAN CHANDRA MISTRY,1058,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOTA,2368,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ramprasad Mistry,982,0.43,,,,,,,,,,,,
CANNING PURBA - 139,ISARAFIL MOLYA,1014,0.42,,,,,,,,,,,,,ARABUL ISLAM,56733,23.48,MD BAHARUL ISLAM,148687,61.53,,,,,,,,,,,,,,,,,,,ASHIM SANPUI,28593,11.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIRAJ ALI MOLLA,2054,0.85,,,,SABIR ALI SARDAR,1397,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOTA,1624,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUJIT NASKAR,1063,0.44,,,,,,,,,,,,
CHAKDAHA - 91,,,,,,,,,,,,,,,,,,,SUBHANKAR SINGHA (JISHU),78488,37.25,,,,,,,,,,,,,,,,,,,BANKIM CHANDRA GHOSH,115433,54.78,,,,BIDHAN GHOSH,350,0.17,,,,,,,,,,,,,,,,NARAYAN DAS GUPTA,11086,5.26,,,,,,,,,,,,,,,,UTTAM KUMAR DAS,951,0.45,,,,MALAY SAHA,1504,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOTA,1110,0.53,,,,,,,,,,,,,GOPAL CHANDRA SIL,289,0.14,,,,,,,,,,,,,,,,,,,,,,ARCHANA BHATTACHARJEE,532,0.25,,,,,,,,,,,,
CHAKULIA - 31,MD FEROZ AKHTAR,142,0.07,,,,MOHAFEJUL ISLAM,842,0.42,,,,,,,,,,AZAD MINHAJUL ARFIN,90277,45.34,,,,,,,,,,GOUTAM PAUL,826,0.41,,,,,,,MANOJ KUMAR JAIN,62266,31.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MD. YAMIN AKHTAR,917,0.46,,,,ALI IMRAN RAMZ,40346,20.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOTA,1724,0.87,SUKHEN KUMAR SINGHA,135,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABAI DULLAH,155,0.08,,,,,,,,,,,,
CHAMPDANI - 187,MALLA MUKTER,223,0.11,,,,,,,,,,,,,,,,ARINDAM GUIN (BUBAI),90678,44.36,,,,,,,,,,,,,,,,,,,DILIP SINGH,93704,45.84,,,,,,,,,,,,,,,,,,,,,,CHANDRANATH BANERJEE,14368,7.03,,,,,,,,,,,,,,,,DILIP DAS,609,0.3,,,,PRITAM GHOSH,1975,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOTA,2027,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,HENA PARVEEN,165,0.08,,,,,,,,,,,,,,,,,,,,,
CHANCHAL - 45,MD MASIUR RAHAMAN,645,0.28,,,,,,,,,,,,,,,,PRASUN BANERJEE,128014,54.61,,,,,,,,,,YOUNISH MIA,890,0.38,,,,,,,RATAN DAS,64140,27.36,,,,,,,,,,,,,,,,,,,,,,ANWARUL HOQUE,13522,5.77,,,,,,,,,,,,,,,,ANJARUL HOQUE,6619,2.82,,,,ASIF MEHBUB,16336,6.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOTA,781,0.33,,,,,,,,,,,,,,,,,,,BHAKTA PRASAD SAHA,244,0.1,,,,,,,,,,,,,,,,JHANTU KUMAR RABIDAS,527,0.22,,,,,,,MASTAR SHAHJAHAN ALI,711,0.3,,,
CHANDANNAGAR - 189,Sahariar Mullick,156,0.08,,,,,,,,,,,,,,,,Indranil Sen,72832,38.97,,,,,,,,,,,,,,,,,,,Deepanjan Kumar Guha,86273,46.16,Rohit Sarkar,126,0.07,,,,,,,,,,,,,,,,,,,Monish Panda,22760,12.18,,,,,,,,,,,,,Ashish Chandra Gupta,157,0.08,Surajit Majumdar,663,0.35,,,,Ratan Kumar Golder,1112,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOTA,2016,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kumud Mondal,189,0.1,,,,,,,,,,,,
CHANDIPUR - 211,ARJIT KALAM AZAD SK,424,0.18,,,,,,,,,,,,,,,,UTTAM BARIK,105777,43.72,,,,,,,,,,,,,,,,,,,PIJUSH KANTI DAS,126047,52.09,,,,,,,,,,,,,,,,,,,,,,RITA DAS,6568,2.71,,,,,,,,,,,,,,,,,,,,,,AHMED SK. TASLIM,1207,0.5,,,,,,,,,,,,,,,,,,,AYUB KHAN,675,0.28,,,,,,,,,,,,,,,,,,,,,,,,,NOTA,617,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RITA BHOWMIK,642,0.27,,,,,,,,,,,,
CHANDITALA - 194,MD ABUL HASAN GAYEN,876,0.39,,,,,,,,,,,,,,,,SWATI KHANDOKER,107143,47.1,,,,,,,,,,,,,,,,,,,DEBASISH MUKHERJEE,87480,38.46,,,,,,,,,,,,,,,,,,,,,,ASIF ALI,25438,11.18,,,,,,,,,,,,,,,,DEBASHISH MUKHERJEE,1348,0.59,,,,ABU ABBAS UDDIN SK.,2458,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOTA,1451,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHANDRAKONA - 232,,,,,,,,,,,,,,,,,,,DOLOI SURJYA KANTA,107036,40.44,,,,,,,,,,,,,,,,,,,SUKANTA DOLUI,140517,53.09,,,,,,,,,,,,,,,,,,,,,,SUPARNA DOLAI MALLICK,12142,4.59,,,,,,,,,,,,,,,,,,,,,,MONIKA MIDYA,2500,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOTA,1795,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANJAN JANA,700,0.26,,,,,,,,,,,,
CHAPRA - 82,SUKLA SAHA (MUKTA),840,0.4,,,,,,,,,,,,,JAKIR  HOSSAIN MONDAL,38437,18.24,JEBER SEKH,97085,46.06,,,,,,,,,,SUDHANGSHU SARKAR,1039,0.49,,,,,,,SAIKAT SARKAR,66305,31.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SHUBHANKAR RUDRA,1836,0.87,,,,ASIF KHAN,2015,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOTA,1550,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MOZAMMEL HOSSAIN MONDAL (BALA),1016,0.48,,,,,,,,,,,,
CHHATNA - 248,DHANESWAR HANSDA,736,0.33,,,,,,,,,,,,,,,,SWAPAN KUMAR MONDAL,78798,35.5,,,,,,,,,,,,,,,,,,,SATYANARAYAN MUKHOPADHYAY,125972,56.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MADHU SUDAN MANDAL,1762,0.79,,,,PARTHA PRATIM BOSE,2359,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOTA,2588,1.17,,,,,,,,,,,,,RAFIK DALAL,2155,0.97,,,,,,,RAJIB LOCHAN KAR,5934,2.67,,,,,,,,,,,,,ABINASH HANSDA,1653,0.74,,,,,,,,,,,,
CHOPRA - 28,MD NAZIM SARIF,2366,1.12,,,,,,,,,,,,,,,,HAMIDUL RAHAMAN,120986,57.3,,,,AJOY KUMAR SINHA,1492,0.71,,,,,,,,,,,,,SANKAR ADHIKARI,51862,24.56,,,,,,,,,,,,,,,,,,,,,,MAKLESWAR RAHAMAN,5816,2.75,,,,,,,,,,,,,,,,MD NASIRUDDIN,1250,0.59,,,,ZAKIR ABEDIN,25565,12.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOTA,1225,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHOWRANGEE - 162,,,,,,,,,,,,,,,,,,,BANDYOPADHYAY NAYNA,62938,57.15,,,,,,,,,,,,,,,,,,,SANTOSH KUMAR PATHAK,40936,37.17,,,,,,,,,,,,,,,,,,,,,,SANJAY BASU,2602,2.36,,,,,,,,,,,,,,,,SAYANTAN PATRA,118,0.11,,,,MANASH SARKAR,2117,1.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOTA,832,0.76,,,,,,,,,,,,,,,,,,,,,,,,,DEBASISH BHADRA,111,0.1,,,,,,,,,,PRABIR SEAL,178,0.16,,,,,,,,,,,,
CHUNCHURA - 190,,,,,,,SUNIL KUMAR SAHA,14226,5.57,,,,,,,,,,DEBANGSHU BHATTACHARYA,94269,36.94,,,,,,,,,,BRIJ NANDAN PRASAD,933,0.37,,,,,,,SUBIR NAG,137704,53.96,JESMIN BEGAM,730,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BISHNUPADA BISWAS,553,0.22,,,,MAINUL HAQUE,2411,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOTA,3015,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AJANTA SARKAR,603,0.24,,,,,,,,,,,,,,,
COOCHBEHAR DAKSHIN - 4,,,,,,,NAZMUL ALOM SARKAR,3137,1.53,,,,,,,,,,AVIJIT DE BHOWMIK,85198,41.48,,,,HARIDAS MODAK,185,0.09,,,,BHASKAR JYOTI DUTTA,561,0.27,,,,,,,RATHINDRA BOSE,108482,52.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SURATH KUMAR HOM ROY,575,0.28,,,,KHOKAN MIAH,2971,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIDHAN BARMA,471,0.23,,,,,,,,,,,,,,,,NOTA,1770,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUMAN PANDIT,400,0.19,,,,,,,,,,,,
COOCHBEHAR UTTAR - 3,,,,,,,,,,,,,,,,,,,PARTHA PRATIM RAY,84943,33.42,,,,UPENDRA NATH BASUNIA,874,0.34,,,,,,,,,,,,,SUKUMAR RAY,155327,61.11,,,,,,,,,,,,,,,,,,,,,,PRANAY KARJEE,5293,2.08,,,,,,,,,,,,,,,,PANCHANAN ROY,961,0.38,,,,PARTHA PRATIM ISHOR,1939,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIRMAL KUMAR ROY,221,0.09,,,,,,,,,,,,,,,,NOTA,1819,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWAPAN KUMAR BARMAN,388,0.15,,,,,,,,,,,,
DABGRAM-FULBARI - 19,,,,,,,,,,,,,,,,,,,RANJAN SIL SHARMA,68585,27.23,,,,MOUSUMI AICH,319,0.13,,,,BIRAJ SARKAR,572,0.23,,,,,,,SIKHA CHATTERJEE,166300,66.02,,,,,,,,,,,,,,,,,,,,,,DILIP SINGH,7695,3.05,,,,,,,,,,,,,,,,DHANABALA ROY,1128,0.45,,,,ROHIT SING (GUDDU),2311,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOTA,1121,0.45,UTTAM DAS,632,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENUKA ROY,331,0.13,,,,,,,,,,,,
DANTAN - 219,MAIDUL HODA,624,0.29,,,,,,,,,,,,,,,,MANIK MAITI,99883,45.74,,,,,,,,,,,,,,,,,,,AJIT KUMAR JANA,110259,50.49,,,,,,,,,,,,,,,,,,,SHYAMAL KANTI DASPATTANAYEK,3580,1.64,,,,,,,,,,,,,,,,,,,AJIT KUMAR KANANGO,519,0.24,,,,UTPAL DATTA,1109,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOTA,1211,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUBHASH DAS,1189,0.54,,,,,,,,,,,,
DARJEELING - 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIJOY KUMAR RAI,56019,32.23,NOMAN RAI,62076,35.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AJOY LUCAS EDWARDS,48635,27.98,,,,MADHAP RAI,1729,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOTA,2040,1.17,,,,,,,,,,,,,,,,,,,MILAN THOKAR,1371,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DASPUR - 230,,,,,,,,,,,,,,,,,,,ASHIS HUDAIT,100937,40.05,,,,,,,,,,MRINAL KANTI MANDAL,671,0.27,,,,,,,TAPAN KUMAR DUTTA,133071,52.8,,,,,,,,,,,,,,,,,,,,,,RANAJIT PAL,12278,4.87,,,,,,,,,,,,,,,,ASHIS HUTAIT,878,0.35,,,,KOUSIK GOSWAMI,1665,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOTA,1711,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JAGADISH MONDAL ADHIKARY,438,0.17,,,,,,,,,,,,
DEBRA - 229,,,,,,,,,,,,,,,,,,,RAJIB BANERJEE,85662,39.42,,,,,,,,,,,,,,,,,,,SUBHASHIS OM,114463,52.67,,,,SHUBHAMOY NAYEK,242,0.11,,,,,,,,,,,,,,,,SUMIT ADHIKARI,12473,5.74,,,,,,,,,,,,,,,,AMAL KUMAR HUI,751,0.35,,,,CHITTA RANJAN JANA,1337,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOTA,1087,0.5,,,,,,,,,,,,,SELIM KHAN,906,0.42,,,,,,,,,,,,,,,,,,,,,,DIPANKAR MAITY,402,0.18,,,,,,,,,,,,
DEGANGA - 120,ABDUL ARIF,172,0.07,,,,,,,,,,,,,MD MOFIDUL HOQUE SAHAJI MINTU,83296,35.68,ANISUR RAHAMAN BIDESH,101114,43.31,,,,,,,,,,,,,,,,,,,TARUN KANTI GHOSH,41726,17.87,,,,,,,MD MAFUZUDDIN MONDAL,336,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANISUR RAHAMAN,1275,0.55,,,,MIARAJ BAIDYA,830,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOTA,2318,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHHADEK MONDAL,406,0.17,,,,,,,ABDUL NAYEEM MOLLICK,156,0.07,,,
DHANEKHALI - 197,,,,,,,,,,,,,,,,,,,ASIMA PATRA,123462,49.85,,,,,,,,,,,,,,,,,,,BARNALI DAS,110405,44.57,,,,,,,,,,,,,,,,,,,,,,,,,RUMA AHIRI,4907,1.98,,,,,,,,,,,,,LABANI MAJHI,1121,0.45,,,,JYOTI KUMARI DAS,3358,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOTA,2896,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DHUPGURI - 15,,,,,,,,,,,,,,,,,,,NIRMAL CHANDRA ROY,96248,38.73,,,,,,,,,,JIBAN MITRA,893,0.36,,,,,,,NARESH ROY,134798,54.25,,,,,,,,,,,,,,,,,,,,,,NIRANJAN ROY,7625,3.07,,,,JAYANTI ROY ORAON,177,0.07,,,,,,,,,,TAPAS CHANDRA SARKAR,1548,0.62,,,,HARISH CHANDRA ROY,1467,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADYANATH ROY,285,0.11,,,,,,,,,,,,,,,,NOTA,1159,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRIYA ROY,287,0.12,,,,,,,,,,,,
DIAMOND HARBOUR - 143,YEAMIN LASKAR,373,0.16,,,,,,,,,,,,,,,,PANNA LAL HALDER,119320,51.38,,,,,,,,,,BIKASH CHANDRA MONDAL,1103,0.47,,,,,,,DIPAK KUMAR HALDER,88054,37.92,,,,,,,,,,,,,,,,,,,,,,SAMAR NAIYA,17594,7.58,,,,,,,,,,,,,,,,PANNALAL HALDER,1410,0.61,,,,GOUTAM BHATTACHARYA,1756,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOTA,1379,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DINHATA - 7,,,,,,,BIKAS MANDAL,3042,1.14,,,,,,,,,,UDAYAN GUHA,120808,45.09,,,,,,,,,,,,,,,,,,,AJAY RAY,138255,51.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRABIR KUMAR ROY SARKAR,1166,0.44,,,,HARIHAR ROY SINGHA,1608,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOTA,1814,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AJIJUL HOQUE,432,0.16,,,,,,,,,,,,
DOMJUR - 184,HASANUR RAHAMAN MOLLA,131,0.05,,,,,,,,,,,,,,,,TAPAS MAITY,134036,52.73,,,,,,,,,,,,,,,,,,,GOBINDA HAZRA,91859,36.14,,,,HABIBUR RAHAMAN SK. (RAJU),109,0.04,,,,,,,,,,,,,,,,DULU DAS,19834,7.8,,,,,,,,,,,,,,,,LAKSHMIKANTA NASKAR,1963,0.77,,,,ALOKE KOLEY,1752,0.69,,,,,,,,,,,,,,,,,,,,,,,,,MUNSURA BEGUM,229,0.09,,,,,,,,,,,,,,,,,,,NOTA,1183,0.47,,,,,,,,,,,,,,,,SEKH SAJID,888,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOMKAL - 75,MD. MOSHARAF HOSSAIN,7392,2.87,,,,,,,,,,,,,,,,HUMAYUN KABIR,91586,35.53,,,,,,,,,,,,,,,,,,,NANDADULAL PAL,13180,5.11,,,,,,,,,,SAFAR ALI BISWAS(ROBI),264,0.1,,,,,,,,,,MD. MOSTAFIJUR RAHAMAN,107882,41.85,,,,,,,,,,,,,,,,MUSTAFIJUR RAHAMAN,1373,0.53,,,,BEGAM SAHANAJ,30453,11.81,MD SALAUDDIN,475,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,KALU MONDAL,483,0.19,,,,,,,,,,,,,NOTA,1207,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AYESHA SIDDIQUA,1191,0.46,,,,,,,,,,,,
