constituency,Aam Janata Unnayan party_candidate,Aam Janata Unnayan party_total_votes,Aam Janata Unnayan party_vote_share,Akhil Bharatiya Gorkha League_candidate,Akhil Bharatiya Gorkha League_total_votes,Akhil Bharatiya Gorkha League_vote_share,All India Forward Bloc_candidate,All India Forward Bloc_total_votes,All India Forward Bloc_vote_share,All India Majlis-E-Inquilab-E-Millat_candidate,All India Majlis-E-Inquilab-E-Millat_total_votes,All India Majlis-E-Inquilab-E-Millat_vote_share,All India Majlis-E-Ittehadul Muslimeen_candidate,All India Majlis-E-Ittehadul Muslimeen_total_votes,All India Majlis-E-Ittehadul Muslimeen_vote_share,All India Secular Front_candidate,All India Secular Front_total_votes,All India Secular Front_vote_share,All India Trinamool Congress_candidate,All India Trinamool Congress_total_votes,All India Trinamool Congress_vote_share,Ambedkarite Party of India_candidate,Ambedkarite Party of India_total_votes,Ambedkarite Party of India_vote_share,Amra Bangalee_candidate,Amra Bangalee_total_votes,Amra Bangalee_vote_share,Bahujan Mukti Party_candidate,Bahujan Mukti Party_total_votes,Bahujan Mukti Party_vote_share,Bahujan Samaj Party_candidate,Bahujan Samaj Party_total_votes,Bahujan Samaj Party_vote_share,Bharateeya Manavadhikar party_candidate,Bharateeya Manavadhikar party_total_votes,Bharateeya Manavadhikar party_vote_share,Bharatiya Gorkha Prajatantrik Morcha_candidate,Bharatiya Gorkha Prajatantrik Morcha_total_votes,Bharatiya Gorkha Prajatantrik Morcha_vote_share,Bharatiya Janata Party_candidate,Bharatiya Janata Party_total_votes,Bharatiya Janata Party_vote_share,Bharatiya National Janata Dal_candidate,Bharatiya National Janata Dal_total_votes,Bharatiya National Janata Dal_vote_share,Bharatiya Nyay-Adhikar Raksha Party_candidate,Bharatiya Nyay-Adhikar Raksha Party_total_votes,Bharatiya Nyay-Adhikar Raksha Party_vote_share,Bharatiya Rashtriya Forward Bloc_candidate,Bharatiya Rashtriya Forward Bloc_total_votes,Bharatiya Rashtriya Forward Bloc_vote_share,Bhartiya Lokmat Rashtrawadi Party_candidate,Bhartiya Lokmat Rashtrawadi Party_total_votes,Bhartiya Lokmat Rashtrawadi Party_vote_share,Bhartiya Rashtriya Dal_candidate,Bhartiya Rashtriya Dal_total_votes,Bhartiya Rashtriya Dal_vote_share,Bhumiputra United Party_candidate,Bhumiputra United Party_total_votes,Bhumiputra United Party_vote_share,Communist Party of India_candidate,Communist Party of India_total_votes,Communist Party of India_vote_share,Communist Party of India (Marxist)_candidate,Communist Party of India (Marxist)_total_votes,Communist Party of India (Marxist)_vote_share,Communist Party of India (Marxist-Leninist) (Liberation)_candidate,Communist Party of India (Marxist-Leninist) (Liberation)_total_votes,Communist Party of India (Marxist-Leninist) (Liberation)_vote_share,Gana Suraksha Party_candidate,Gana Suraksha Party_total_votes,Gana Suraksha Party_vote_share,Gondvana Gantantra Party_candidate,Gondvana Gantantra Party_total_votes,Gondvana Gantantra Party_vote_share,Guruchand Sena Dal_candidate,Guruchand Sena Dal_total_votes,Guruchand Sena Dal_vote_share,Hindu Samaj Party_candidate,Hindu Samaj Party_total_votes,Hindu Samaj Party_vote_share,Independent_candidate,Independent_total_votes,Independent_vote_share,Independent Nationalist Front_candidate,Independent Nationalist Front_total_votes,Independent Nationalist Front_vote_share,Indian National Congress_candidate,Indian National Congress_total_votes,Indian National Congress_vote_share,Indian National League_candidate,Indian National League_total_votes,Indian National League_vote_share,Indian National Socialistic Action Forces_candidate,Indian National Socialistic Action Forces_total_votes,Indian National Socialistic Action Forces_vote_share,Indian Union Muslim League_candidate,Indian Union Muslim League_total_votes,Indian Union Muslim League_vote_share,Indian Unity Centre_candidate,Indian Unity Centre_total_votes,Indian Unity Centre_vote_share,Jamat-E-Seratul Mustakim_candidate,Jamat-E-Seratul Mustakim_total_votes,Jamat-E-Seratul Mustakim_vote_share,Jan Sangh Party_candidate,Jan Sangh Party_total_votes,Jan Sangh Party_vote_share,Jatiya Unnayan Party_candidate,Jatiya Unnayan Party_total_votes,Jatiya Unnayan Party_vote_share,Jharkhand Loktantrik Krantikari Morcha_candidate,Jharkhand Loktantrik Krantikari Morcha_total_votes,Jharkhand Loktantrik Krantikari Morcha_vote_share,Justice and Development Party_candidate,Justice and Development Party_total_votes,Justice and Development Party_vote_share,Kamatapur People's Party (United)_candidate,Kamatapur People's Party (United)_total_votes,Kamatapur People's Party (United)_vote_share,Magadh Congress of India_candidate,Magadh Congress of India_total_votes,Magadh Congress of India_vote_share,Mera Bharat Mahan Party_candidate,Mera Bharat Mahan Party_total_votes,Mera Bharat Mahan Party_vote_share,Mulnibasi Party of India_candidate,Mulnibasi Party of India_total_votes,Mulnibasi Party of India_vote_share,National Republic Party Of India_candidate,National Republic Party Of India_total_votes,National Republic Party Of India_vote_share,Nationalist Conservative Party_candidate,Nationalist Conservative Party_total_votes,Nationalist Conservative Party_vote_share,None of the Above_candidate,None of the Above_total_votes,None of the Above_vote_share,North Bengal People's Party_candidate,North Bengal People's Party_total_votes,North Bengal People's Party_vote_share,Party for Democratic Socialism_candidate,Party for Democratic Socialism_total_votes,Party for Democratic Socialism_vote_share,Peoples Party of India (Democratic)_candidate,Peoples Party of India (Democratic)_total_votes,Peoples Party of India (Democratic)_vote_share,Prajashakti Party Samdarshi_candidate,Prajashakti Party Samdarshi_total_votes,Prajashakti Party Samdarshi_vote_share,Rashtriya Lok Janshakti Party_candidate,Rashtriya Lok Janshakti Party_total_votes,Rashtriya Lok Janshakti Party_vote_share,Rashtriya Secular Majlis Party_candidate,Rashtriya Secular Majlis Party_total_votes,Rashtriya Secular Majlis Party_vote_share,Rastriya Aam Jan Seva Party_candidate,Rastriya Aam Jan Seva Party_total_votes,Rastriya Aam Jan Seva Party_vote_share,Revolutionary Socialist Party_candidate,Revolutionary Socialist Party_total_votes,Revolutionary Socialist Party_vote_share,Right to Recall Party_candidate,Right to Recall Party_total_votes,Right to Recall Party_vote_share,Samata Party_candidate,Samata Party_total_votes,Samata Party_vote_share,Social Democratic Party Of India_candidate,Social Democratic Party Of India_total_votes,Social Democratic Party Of India_vote_share,Socialist Party (India)_candidate,Socialist Party (India)_total_votes,Socialist Party (India)_vote_share,Socialist Unity Centre Of India (COMMUNIST)_candidate,Socialist Unity Centre Of India (COMMUNIST)_total_votes,Socialist Unity Centre Of India (COMMUNIST)_vote_share,Swaraj India_candidate,Swaraj India_total_votes,Swaraj India_vote_share,Vikas India Party_candidate,Vikas India Party_total_votes,Vikas India Party_vote_share,Welfare Party Of India_candidate,Welfare Party Of India_total_votes,Welfare Party Of India_vote_share,West Bengal Socialist Party_candidate,West Bengal Socialist Party_total_votes,West Bengal Socialist Party_vote_share
BANGAON DAKSHIN - 96,,,,,,,,,,,,,,,,,,,RITUPARNA ADDHYA,81585,38.45,,,,,,,,,,SANTOSH KUMAR SIKDAR,662,0.31,,,,,,,SWAPAN MAJUMDER,119399,56.27,,,,,,,,,,,,,,,,,,,,,,ASISH KUMAR SARKAR,6197,2.92,,,,,,,,,,,,,,,,SWAPAN MAJUMDER,980,0.46,,,,KISOR KUMAR BISWAS,820,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOTA,932,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RABINDRA NATH BARAI,388,0.18,,,,,,,,,,,,
BANGAON UTTAR - 95,,,,,,,,,,,,,,,,,,,BISWAJIT DAS,78647,37.21,,,,ANANDA BISWAS,153,0.07,,,,SUBRATA BISWAS,628,0.3,,,,,,,ASHOK KIRTANIA,119317,56.46,,,,,,,,,,,,,,,,,,,,,,PIJUSH KANTI SAHA,8554,4.05,,,,,,,,,,,,,,,,BISWAJIT DAS,703,0.33,,,,NILANJAN SAHA (BAPI),926,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOTA,1500,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SHYAMSUNDAR HALDAR,150,0.07,,,,,,,,,,,,
BANKURA - 252,,,,,,,,,,,,,,,,,,,DR. ANUP MANDAL,82815,34.6,,,,,,,,,,,,,,,,,,,NILADRI SEKHAR DANA,136992,57.24,,,,,,,,,,,,,,,,,,,,,,AVOYANANDA MUKHOPADHYAY,9702,4.05,,,,,,,,,,,,,,,,RINKU NANDI,873,0.36,,,,ARUP BANERJEE,2213,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOTA,3533,1.48,,,,,,,,,,,,,ARUN CHAND,1200,0.5,,,,,,,,,,,,,,,,,,,,,,LINA GHOSH,1553,0.65,,,,,,,,,,,,
BARABANI - 283,ADWAITYA DAS,988,0.53,,,,,,,,,,,,,BISWAJIT BAURI (BAPI),5576,3.01,BIDHAN UPADHYAY,80055,43.21,,,,,,,,,,,,,,,,,,,ARIJIT ROY,91777,49.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWAPAN KABI,596,0.32,,,,JAYDEV ROY,2621,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOTA,2765,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBSHWAR BESRA,896,0.48,,,,,,,,,,,,
BARANAGAR - 113,,,,,,,,,,,,,,,,,,,SAYANTIKA BANERJEE,64774,38.25,,,,,,,,,,,,,,,,,,,SAJAL GHOSH,81730,48.26,,,,,,,,,,,,,,,,,,,,,,SAYANDEEP MITRA,18689,11.04,,,,,,,,,,,,,,,,SHUBHRANGSHU BHAKTA,448,0.26,,,,KALYANI CHAKRABORTY,1191,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOTA,1197,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPRIYA BHATTACHARYA,482,0.28,,,,,,,,,,,,
BARASAT - 119,,,,,,,HEMANTA DAS,18700,7.9,,,,OMAR FARUQUE,613,0.26,,,,SABYASACHI DUTTA,87613,37.03,,,,DEBASHISH BISWAS,242,0.1,,,,PRADIP GAYEN,901,0.38,,,,,,,SANKAR CHATTERJEE,122171,51.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MD. JAHANGIR ALI,876,0.37,,,,TARAK MUKHERJEE,2252,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOTA,1543,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AVHIJIT MUKHERJEE,329,0.14,,,,,,,,,,,,
BARDHAMAN DAKSHIN - 260,,,,,,,,,,,,,,,,,,,KHOKAN DAS,77284,37.73,,,,,,,,,,PUSPA HANSDA,534,0.26,,,,,,,MOUMITA BISWAS MISRA,107754,52.61,,,,,,,,,,,,,,,,,,,,,,SUDIPTA GUPTA,13137,6.41,,,,,,,,,,,,,,,,MOUMITA BANERJEE,746,0.36,,,,GOURAB SAMADDAR,2060,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOTA,2364,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTPAL DUTTA,335,0.16,,,,,,,,,,,,
BARDHAMAN UTTAR - 266,SUCHAND DAS,542,0.22,,,,,,,,,,,,,,,,NISITH KUMAR MALIK,112688,45.45,,,,,,,,,,RAMKRISHNA MALIK (DEV),946,0.38,,,,,,,SANJOY DAS,106228,42.85,,,,,,,,,,,,,,,,,,,,,,MAMONI MONDAL (ROY),19465,7.85,,,,,,,,,,,,,,,,PRIYANKA DAS,1028,0.41,,,,SUDIP DAS,1914,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOTA,3771,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BARJORA - 253,,,,,,,,,,,,,,,,,,,GOUTAM MISHRA (SHYAM),84109,35.74,,,,,,,,,,,,,,,,,,,BILLESWAR SINHA,125419,53.29,,,,,,,,,,,,,,,,,,,,,,SUJIT CHAKRABORTY,14868,6.32,,,,,,,,,,,,,,,,SAILESWAR PAL,2159,0.92,,,,KEORA VIVEKANANDA,2199,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOTA,2686,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRADIP BAURI,823,0.35,,,,,,,,,,,,
BARRACKPUR - 108,ZAKIR HUSSAIN,125,0.08,,,,,,,,,,,,,,,,RAJ CHAKRABORTY (RAJU),62644,40.44,,,,,,,,,,,,,,,,,,,KAUSTUV BAGCHI,78466,50.65,,,,,,,,,,,,,,,,,,,,,,SUMAN RANJAN BANDYOPADHYAY,10197,6.58,,,,,,,,,,,,,,,,SAROJ SHARMA,572,0.37,,,,SAMBHU DAS,1202,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOTA,1197,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AMAL KUMAR SEN,152,0.1,,,,,,,,,,,,
BARUIPUR PASCHIM - 140,MD. SOHIDUL LASKAR,282,0.13,,,,,,,,,,,,,,,,BIMAN BANERJEE,104781,47.41,,,,,,,,,,AMULYA KUMAR SARDAR,710,0.32,,,,,,,BISWAJIT PAUL,86919,39.32,,,,,,,,,,,,,,,,,,,,,,MD LAHEK ALI,23479,10.62,,,,,,,,,,,,,,,,TILAK MONDAL,1237,0.56,,,,ASIT LAL NAG,1397,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOTA,1110,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRODYUT CHAKRABORTY,369,0.17,,,,,,,,,,,,
BARUIPUR PURBA - 137,JOYDEEP GAYEN,302,0.13,,,,,,,,,,,,,,,,BIVAS SARDAR,120987,50.98,,,,,,,,,,DEBANSHU PURKAIT,559,0.24,,,,,,,TUMPA SARDAR,89172,37.57,,,,,,,,,,,,,,,,,,,,,,SWAPAN NASKAR,19649,8.28,,,,,,,,,,,,,,,,BAPI BAGANI,1690,0.71,,,,PROTAP CHANDRA MONDAL,971,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOTA,1683,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JOYDEV NASKAR,885,0.37,,,,,,,,,,,,
BASANTI - 128,,,,,,,,,,,,,,,,ASIT ROY,25924,11.18,NILIMA MISTRY BISHAL,127495,54.99,,,,,,,,,,,,,,,,,,,BIKASH SARDAR,71314,30.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GOURI NASKAR,1277,0.55,,,,GOPINATH NAIYA,1186,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOTA,1402,0.6,,,,,,,,,,,,,,,,,,,,,,SAMAR BISWAS,2099,0.91,,,,,,,,,,,,,MILAN BISWAS,558,0.24,,,,,,,,,,,,
BASIRHAT DAKSHIN - 124,,,,,,,,,,,,,SHABANA PARVIN,1646,0.66,,,,SURAJIT MITRA (BADAL),112965,45.09,,,,,,,,,,AMIRUL GAZI,364,0.15,,,,,,,DR. SOURYA BANERJEE,103421,41.28,,,,,,,,,,,,,,,,,,,,,,AYNUL AREFIN(RAJU AHMED),23710,9.46,,,,,,,,,,,,,,,,JISHNUDEEP MAJUMDAR,1454,0.58,,,,ABU ESAHAK GAZI,3505,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOTA,1327,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HIRONMOY MONDAL,485,0.19,,,,,,,,,,,,
BASIRHAT UTTAR - 125,ASHIKUL ISLAM,641,0.27,,,,,,,,,,,,,MD. MUSA KAREMULLA,58233,24.41,MD. TAUSEFFUR RAHMAN,115503,48.42,,,,,,,,,,,,,,,,,,,KOUSHIK SIDHARTHA,55211,23.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAHANUR MONDAL,2532,1.06,,,,MUSA HAQUE MONDAL,2092,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOTA,1684,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEHALA PASCHIM - 154,SAROOP CHATTOPADHYAY,122,0.05,,,,,,,,,,,,,,,,RATNA CHATTERJEE,88472,37.05,,,,,,,,,,ADARSHA ROY,503,0.21,,,,,,,DR. INDRANIL KHAN,113171,47.39,,,,,,,,,,,,,,,,,,,,,,NIHAR BHAKTA,30676,12.85,,,,,,,,,,,,,,,,RATNA BAITHA,603,0.25,,,,SAIBAL RAY,1606,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOTA,1484,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SANJOY BISWAS,555,0.23,,,,,,,,,,,,
BEHALA PURBA - 153,,,,,,,,,,,,,,,,,,,SUBHASISH CHAKRABORTY,90365,38.5,,,,,,,,,,PUSHPA DHALI,690,0.29,,,,,,,SANKAR SIKDER,115502,49.22,,,,,,,,,,,,,,,,,,,,,,DR NILAY MAJUMDAR,21991,9.37,,,,,,,,,,,,,,,,BHOLANATH PATRA,610,0.26,,,,ABHIJIT RAHA,1883,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOTA,1635,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASISH SAMANTA,683,0.29,,,,,,,,,,,,
BELDANGA - 71,SHOAIB AHMED,46709,20.43,,,,,,,,,,,,,,,,RABIUL ALAM CHOWDHURY,59664,26.1,,,,,,,,,,MD ISMAIL,983,0.43,,,,,,,BHARAT KUMAR JHAWAR,72872,31.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MD SAFIUR RAHMAN BISWAS,688,0.3,,,,MD SAHARUDDIN SK,39962,17.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOTA,1779,0.78,,,,,,,,,,,,,,,,,,,,,,RAJESH GHOSH,2859,1.25,,,,,,,,,,,,,LOCKMAN HAKIM,3075,1.35,,,,,,,,,,,,
BELEGHATA - 164,,,,,,,,,,,,,,,,,,,KUNAL KUMAR GHOSH,93757,53.85,,,,,,,,,,,,,,,,,,,PARTHA CHAUDHURY,65181,37.44,,,,,,,,,,,,,,,,,,,,,,PARAMITA ROY,10525,6.05,,,,,,,,,,,,,,,,SONALI SAHA,306,0.18,,,,SHAHINA JAVED,1638,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOTA,1568,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JAYANTI MITRA,298,0.17,,,,,,,,,,,,
BHABANIPUR - 159,,,,,,,,,,,,,,,,,,,MAMATA BANERJEE,58812,42.19,,,,,,,,,,,,,,,,,,,ADHIKARI SUVENDU,73917,53.02,,,,MANIKA MUKHERJEE,73,0.05,,,,,,,,,,,,,,,,SHRIJEEB BISWAS,3556,2.55,,,,,,,,,,,,,,,,SUBRATA BOSE,306,0.22,,,,PRADIP PRASAD,1257,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOTA,829,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANUMITA SHAW,219,0.16,,,,,,,,,,,,
BHAGABANPUR - 214,,,,,,,,,,,,,,,,,,,MANAB KUMAR PARUA,109708,44.3,,,,,,,,,,MAKHAN LAL MAHAPATRA,729,0.29,,,,,,,SANTANU PRAMANIK,130586,52.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DIBYENDU MAITY,283,0.11,,,,BISWAJIT PANIGRAHI,1020,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOTA,701,0.28,,,,,,,,,,,,,,,,,,,,,,PRATIVA RANI KAR SHASMAL,3665,1.48,,,,,,,,,,,,,GOPAL CHANDRA PATRA,961,0.39,,,,,,,,,,,,
BHAGAWANGOLA - 62,HUMAYUN KABIR,5965,2.73,,,,,,,,,,,,,,,,REYAT HOSSAIN SARKAR,105997,48.57,,,,,,,,,,,,,,,,,,,BHASKAR SARKAR,23104,10.59,,,,,,,,,,,,,,,,,,,,,,MAHAMUDAL HASAN,49590,22.73,,,,,,,,,,,,,,,,EMON SAYED,616,0.28,,,,ANJU BEGAM,29440,13.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOTA,1085,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OMAR KHAYYAM (ZIKO),1423,0.65,,,,MD. NURUL ISLAM,479,0.22,,,,,,
BHANGAR - 148,SIMA BHATTACHARYYA,194,0.07,,,,,,,,,,,,,MD NAWSAD SIDDIQUE,126555,47.33,SAOKAT MOLLA,94467,35.33,,,,,,,,,,SUJATA RANJAN,630,0.24,,,,,,,JAYANTA GAYEN,30177,11.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAOSAN MOLLA,5968,2.23,,,,MAHABUBUL ISLAM,598,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOTA,1595,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RAFIQUE AKUNJI,563,0.21,,,,,,,,,,,,
BHARATPUR - 69,,,,,,,,,,,,,,,,,,,MUSTAFIJUR RAHAMAN (SUMAN),90870,42.38,,,,BADAN GHOSH,524,0.24,,,,AJAY RANO,896,0.42,,,,,,,ANAMIKA GHOSH,60117,28.04,,,,,,,,,,,,,,,,,,,,,,,,,JINNATUN NAHAR GULSAN BEGAM,1067,0.5,,,,,,,,,,,,,ANOWAR HOSSAIN MOLLA,2204,1.03,,,,AZHERUDDIN MD (SIZAR),51321,23.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOTA,1620,0.76,,,,,,,,,,,,,,,,,,,,,,NOWFAL MD SAFIULLA ( ALBERT),3604,1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHATAR - 267,BOTHAM CHOWDHURY,405,0.19,,,,,,,,,,,,,,,,KONER SHANTANU,92292,42.99,,,,,,,,,,LAKSHMI NARAYAN HEMRAM,484,0.23,,,,,,,KARFA SOUMEN,98820,46.03,,,,,,,,,,,,,,,,,,,,,,HASINA KHATUN,12839,5.98,,,,,,,,,,,,,,,,SOMNATH SAIN,3307,1.54,,,,DHURJATI MAJI,1647,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOTA,3252,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHATPARA - 105,,,,,,,,,,,,,,,,,,,AMIT GUPTA,38876,36.57,,,,,,,,,,SADANANDA RAJAK,397,0.37,,,,,,,PAWAN KUMAR SINGH,61683,58.02,,,,,,,,,,,,,,,,,,,,,,ASH NARAYAN SINGH,2969,2.79,,,,,,,,,,,,,,,,ABDULLAH KHAN SAHEB,444,0.42,,,,DHARMENDRA SHAW,439,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOTA,939,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUJIT BOSE,246,0.23,,,,,,,,,,,,
BIDHANNAGAR - 116,,,,,,,,,,,,,,,,,,,SUJIT BOSE,60649,34.17,,,,,,,,,,,,,,,,,,,SHARADWAT MUKHERJEE,97979,55.2,,,,,,,,,,,,,,,,,,,,,,SOUMYAJIT RAHA,13956,7.86,,,,,,,,,,,,,,,,SUJIT BOSE,750,0.42,,,,RANAJIT MUKHERJEE,1498,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOTA,1382,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMA PANDA,495,0.28,,,,,,,,,,,,
BIJPUR - 103,MOHIT DUBEY,299,0.21,,,,,,,,,,,,,,,,SUBODH ADHIKARY,58456,40.35,,,,,,,,,,SARAT CHANDRA BISWAS,287,0.2,,,,,,,SUDIPTA DAS,71799,49.56,,,,,,,,,,,,,,,,,,,,,,DEBASISH RAKSHIT,10009,6.91,,,,,,,,,,,,,,,,PREMCHAND MISHRA,756,0.52,,,,SHIBABRATA GUHAROY,867,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOTA,731,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIMA NANDY,299,0.21,,,,,,,,,,,,
BINPUR - 237,,,,,,,,,,,,,,,,,,,BIRBAHA HANSDA,84261,40.49,,,,,,,,,,BHOLANATH SARDAR,1908,0.92,,,,,,,DR. PRANAT TUDU,107238,51.54,,,,,,,,,,,,,,,,,,,,,,RABINDRANATH SARDAR,5619,2.7,,,,,,,,,,,,,,,,MRITYUNJAY SAREN,1406,0.68,,,,GOLAPI SAREN,2040,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOTA,2679,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RAJIB MUDI,665,0.32,,,,,,,,,,,,
BISHNUPUR - 146,,,,,,,,,,,,,,,,,,,DILIP MONDAL,132647,52.93,,,,,,,,,,RABINDRANATH RANJAN,1178,0.47,,,,,,,ABHIJIT SARDAR,95722,38.2,,,,,,,,,,,,,,,,,,,,,,SHYAMAL DAL,13338,5.32,,,,,,,,,,,,,,,,PURNENDU NASKAR,1728,0.69,,,,ARGHYA NASKAR,3158,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOTA,1668,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BISHNUPUR - 255,GULJAR BAYEN,1668,0.8,,,,,,,,,,,,,,,,TANMAY GHOSH (BUMBA),80477,38.79,,,,,,,,,,,,,,,,,,,SHUKLA CHATTERJEE,111082,53.54,,,,,,,,,,,,,,,,,,,,,,,,,TITAS GUPTA,5385,2.6,,,,,,,,,,,,,SUKLA BANDYOPADHYAY,1776,0.86,,,,UJJAL CHANDRA,3646,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOTA,2180,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SHASHIBHUSAN BANERJEE,1264,0.61,,,,,,,,,,,,
BOLPUR - 286,SYED SARWARDI (BAPON),518,0.21,,,,,,,,,,,,,BAPI SOREN,18390,7.47,CHANDRANATH SINHA,114915,46.65,,,,,,,,,,DAS SAMIRAN,1525,0.62,,,,,,,DILIP GHOSH,101727,41.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARUN DAS,1185,0.48,,,,RATHIN SEN,2411,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOTA,3554,1.44,,,,,,,,,,,,,,,,,,,MIHIR KUMAR BANERJEE,560,0.23,,,,,,,,,,,,,,,,SAMARJIT BARMAN,618,0.25,,,,,,,,,,,,
